RTlexdec,RTnaming,Familiarity,Word,AgeSubject,WordCategory,WrittenFrequency,WrittenSpokenFrequencyRatio,FamilySize,DerivationalEntropy,InflectionalEntropy,NumberSimplexSynsets,NumberComplexSynsets,LengthInLetters,Ncount,MeanBigramFrequency,FrequencyInitialDiphone,ConspelV,ConspelN,ConphonV,ConphonN,ConfriendsV,ConfriendsN,ConffV,ConffN,ConfbV,ConfbN,NounFrequency,VerbFrequency,CV,Obstruent,Frication,Voice,FrequencyInitialDiphoneWord,FrequencyInitialDiphoneSyllable,CorrectLexdec
6.4949331744204,6.1578260843232,6.17,pen,young,N,350.00000000000017,-1.01398767148946,2.56494935746154,0.85692,1.18478,1.94591014905531,2.484906649788,3,17,7.870114,12.47506,15,8.46737249643228,16,8.47595444339964,14,8.46358142196759,0,0,0.693147180559945,3.73766961828337,461,47,C,obst,burst,voiceless,9.09582698518742,10.1809298772577,27
6.3982121657811,6.13274707194187,5.3,tree,young,N,1294.0000000000052,0.113118506468766,3.13549421592915,0.13109,0.97058,1.38629436111989,6.11146733950268,4,4,8.925312,12.29809,15,7.5137092478397,38,10.1328119629254,14,7.5137092478397,0.693147180559945,0,3.2188758248682,10.0571952771303,3432,5,C,obst,burst,voiceless,13.536317683424,13.6786364418022,30
6.51257707874211,6.21180417108946,2.6,pus,young,N,39.000000000000135,0.99633343954769,1.6094379124341,0.17204,0,0.693147180559945,0,3,8,7.355558,10.97119,5,6.99484998583307,9,6.99942246750796,4,6.99484998583307,0,0,1.6094379124341,1.79175946922805,38,0,C,obst,burst,voiceless,9.61979750135388,9.85345661893056,9
6.5764695690482204,6.18146487982894,2.43,pip,young,N,5.999999999999971,-2.53369681395743,1.38629436111989,0.2164,0.9198,1.94591014905531,0.693147180559945,3,16,6.999615,11.17479,25,5.9427993751267,28,6.06378520868761,24,5.8805329864007,0,0,1.38629436111989,3.91202300542815,27,1,C,obst,burst,voiceless,11.3102950727784,11.734323493746,13
6.34927884174014,6.12686918411419,4.2,pan,young,N,398.000000000001,0.100347973834282,3.3322045101752,1.72796,0.70978,1.79175946922805,2.63905732961526,3,19,7.850091,12.00343,18,9.1018638956401,15,9.10108338603923,14,9.09929707318286,1.38629436111989,2.07944154167984,0,0,489,2,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,26
6.51598595400296,6.22495439047634,2.79,zest,young,N,43.99999999999996,1.81010860789625,0.693147180559945,0,0,1.38629436111989,1.09861228866811,4,9,7.428671,10.23322,15,6.91274282049318,18,6.97354301952014,15,6.91274282049318,0,0,1.38629436111989,4.15888308335967,43,0,C,obst,frication,voiced,8.73969653784302,9.95513078568797,22
6.51970760291104,6.14654336750806,3.53,vest,young,N,86.99999999999969,-0.0731222648289627,2.07944154167984,1.07069,1.48299,1.6094379124341,1.38629436111989,4,11,8.569241,13.19376,15,6.91274282049318,18,6.97354301952014,15,6.91274282049318,0,0,1.38629436111989,4.15888308335967,132,23,C,obst,frication,voiced,10.4683182903806,11.3213048052282,29
6.58393467191435,6.08221891037645,2.57,tote,young,N,17.99999999999992,1.6094379124341,1.09861228866811,0,1.69379,1.09861228866811,0.693147180559945,4,8,9.026524,13.45478,10,5.99645208861902,23,6.37331978957701,10,5.99645208861902,0,0,2.63905732961526,5.22035582507832,15,27,C,obst,burst,voiceless,9.73937912516153,10.3311380677795,24
6.41496601770224,6.1497495260737,3.77,wreck,young,N,153.00000000000065,0.491407537908889,2.07944154167984,1.02366,1.7391,1.79175946922805,0,5,1,8.802717,9.85619,10,5.37527840768417,14,5.38449506278909,10,5.37527840768417,0,0,1.6094379124341,1.09861228866811,146,183,C,cont,short,voiced,10.5690579653258,11.3819508011274,25
6.38856140554563,6.1183174381039,2.97,pope,young,N,86.99999999999969,1.23906412413721,2.19722457733622,1.15173,0.6987,0.693147180559945,0,4,13,8.263746,12.07807,13,5.72358510195238,15,5.79301360838414,13,5.72358510195238,0,0,1.09861228866811,3.13549421592915,106,0,C,obst,burst,voiceless,9.66465913430174,10.4349389940958,29
6.54780354365027,6.13361493921266,2.13,pap,young,N,13.00000000000004,-0.507743957228582,0.693147180559945,0,0,1.38629436111989,0,3,22,7.37285,12.00343,22,5.0998664278242,23,5.08759633523238,20,5.08140436498446,0.693147180559945,1.09861228866811,1.09861228866811,0,12,0,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,14
6.41176900541279,6.16352530819288,4.6,gift,young,N,561.0000000000023,1.33521499335632,1.38629436111989,0.58987,0.94933,1.79175946922805,2.30258509299405,4,5,7.767144,11.28942,9,5.03695260241363,9,5.03695260241363,9,5.03695260241363,0,0,0,0,881,0,C,obst,burst,voiced,10.2535808851093,10.7909054468412,29
6.5449185329296,6.16457716481663,2.83,dame,young,N,27.999999999999886,-0.346624608085231,0.693147180559945,0,0.99976,1.09861228866811,0.693147180559945,4,13,8.226616,11.32815,12,7.5522372875608,15,7.62070508683826,12,7.5522372875608,0,0,1.38629436111989,4.91265488573605,55,0,C,obst,burst,voiced,10.8063282366859,11.219734915344,23
6.39980883971699,6.20334490614348,4.5,skill,young,N,687.0000000000005,2.03252462189208,1.79175946922805,1.16967,0.9976,1.09861228866811,0.693147180559945,5,5,8.715746,10.3889,28,8.19284713459287,31,8.19422930481982,28,8.19284713459287,0,0,1.38629436111989,1.79175946922805,1456,0,C,obst,frication,voiceless,11.1290114546924,11.5785633815511,30
6.32423350648337,6.1416072055377,3.93,pole,young,N,197.00000000000034,0.568282678790778,3.13549421592915,1.36626,1.24321,2.56494935746154,3.40119738166216,4,16,8.427487,12.07807,13,6.26720054854136,30,6.63725803128446,13,6.26720054854136,0,0,2.89037175789616,5.46806014113513,375,16,C,obst,burst,voiceless,9.66465913430174,10.4349389940958,30
6.46980830062872,6.24707528855969,1.57,lathe,young,N,19.99999999999998,1.02165124753198,0.693147180559945,0,0.87672,0.693147180559945,0,5,3,9.744745,12.44231,3,1.79175946922805,2,1.79175946922805,2,1.79175946922805,0.693147180559945,0,0,0,27,0,C,cont,short,voiced,10.4980015381877,11.2815481087289,11
6.34191012879537,6.13643031735817,3.67,pit,young,N,229.00000000000006,1.20834917892574,2.77258872223978,2.08436,1.42049,2.39789527279837,2.30258509299405,3,16,7.586103,11.17479,23,9.13237883050647,25,9.13237883050647,22,9.13086417047439,0,0,1.09861228866811,0,307,57,C,obst,burst,voiceless,11.3102950727784,11.734323493746,26
6.5724643443489,6.1578260843232,3.37,par,young,N,158.99999999999972,0.95475701270195,1.6094379124341,0.95679,0.38007,1.38629436111989,0.693147180559945,3,16,7.714343,12.00343,14,7.19593722647557,15,8.57149196482362,12,6.75343791859778,0.693147180559945,6.14203740558736,1.09861228866811,8.3916299684409,66,7,C,obst,burst,voiceless,10.6677686442543,11.0112082335682,23
6.62313518056618,6.17607514870541,2.83,dud,young,N,15.999999999999977,-0.705569700558503,1.09861228866811,0,0.05746,1.6094379124341,0,3,8,6.959053,11.00965,8,3.98898404656427,10,5.26785815906333,7,3.97029191355212,0,0,1.09861228866811,4.94875989037817,7,0,C,obst,burst,voiced,9.64749792681684,10.6744981447512,23
6.41198245784244,6.11500873319944,4.8,pet,young,N,243.00000000000037,-0.105360515657826,1.79175946922805,0.06678,1.31765,1.6094379124341,1.09861228866811,3,18,7.641864,12.47506,13,7.71690613529839,18,7.75233516330229,12,7.71333788887187,0,0,1.79175946922805,4.40671924726425,329,46,C,obst,burst,voiceless,9.09582698518742,10.1809298772577,30
6.33203551529816,6.14804085415008,3.83,stream,young,N,673.9999999999952,1.93645939944591,2.70805020110221,1.16262,1.47898,2.39789527279837,2.30258509299405,6,2,9.784406,13.30069,11,5.64544689764324,15,6.3985949345352,10,5.64544689764324,0.693147180559945,0,1.79175946922805,5.76519110278484,863,203,C,obst,frication,voiceless,12.422026412175,13.1273946990515,30
6.36557657755812,6.10076728199843,3.6,pat,young,N,83.00000000000017,-2.14529696640345,2.19722457733622,0.51157,1.75958,1.94591014905531,0.693147180559945,3,22,7.783115,12.00343,24,9.816403445629,20,9.70607266229452,19,9.70393845007555,1.6094379124341,7.5579949585308,0,0,42,302,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,29
6.40777067839402,6.12796029169652,3.57,dug,young,N,275.9999999999999,0.90547981576994,1.09861228866811,0.51409,0.06174,0.693147180559945,0,3,14,7.132112,11.00965,17,4.76217393479776,17,4.76217393479776,16,4.62497281328427,0,0,0,0,7,0,C,obst,burst,voiced,9.64749792681684,10.6744981447512,28
6.46875406965452,6.14182232869654,3.67,punt,young,N,40.00000000000014,1.71479842809193,1.38629436111989,0.65002,1.05686,1.94591014905531,0,4,7,8.297863,10.97119,9,3.36729582998647,10,5.52146091786225,9,3.36729582998647,0,0,0.693147180559945,5.40267738187228,44,6,C,obst,burst,voiceless,9.61979750135388,9.85345661893056,28
6.57592624598751,6.19603671283676,2.4,pew,young,N,43.99999999999996,1.4046434997880901,1.09861228866811,0.10216,0.98095,0.693147180559945,0,3,12,7.386772,12.47506,29,7.99057688174392,66,10.5997548604323,26,7.9885429827377,1.09861228866811,1.94591014905531,3.68887945411394,10.523499364733,74,0,C,obst,burst,voiceless,8.9152979451181,10.0740738531117,23
6.41244204684665,6.18208490671663,3.93,paw,young,N,59.000000000000014,0.0240148762038743,1.38629436111989,0.06268,1.54678,1.6094379124341,1.09861228866811,3,16,7.19144,12.00343,19,6.68461172766793,20,6.69084227741856,18,6.68085467879022,0,0,0.693147180559945,1.79175946922805,108,27,C,obst,burst,voiceless,10.0481505087767,11.0036486411941,29
6.42113434391296,6.10791335975123,2.4,axe,young,N,128.0000000000003,1.37387184112133,2.07944154167984,1.00557,0.81914,1.38629436111989,2.19722457733622,3,6,6.539839,8.88489,1,1.94591014905531,17,5.64544689764324,0,0,0,0,2.83321334405622,5.62401750618734,153,4,V,cont,short,voiced,10.19125712116,10.6593747629173,27
6.32698990701146,6.09852361940139,5.87,dad,young,N,561.0000000000023,-2.78362386712729,1.79175946922805,1.09653,0.09597,0.693147180559945,0.693147180559945,3,12,7.395662,11.32815,19,8.60502090178176,18,8.61794309451638,15,8.59895749321888,1.38629436111989,2.94443897916644,1.09861228866811,4.49980967033027,567,0,C,obst,burst,voiced,8.92092346223069,9.28776426894099,30
6.33498332699716,6.12161523157303,3.37,hail,young,N,98.99999999999999,1.92789164355263,1.94591014905531,0.58466,1.37862,2.07944154167984,0,4,12,8.67753,13.49254,19,5.4553211153577,40,6.18826412308259,19,5.4553211153577,0,0,3.09104245335832,5.53733426701854,66,129,C,obst,frication,voiceless,8.76170676846664,9.29523283899415,28
6.50440792684497,6.16520774812706,3.43,prep,young,N,33.99999999999994,-1.25108088231238,0.693147180559945,0,0.02964,0.693147180559945,0.693147180559945,4,1,8.449812,12.19724,4,4.89783979995091,5,4.89783979995091,4,4.89783979995091,0,0,0.693147180559945,0,33,0,C,obst,burst,voiceless,11.9915666826116,12.4367715828974,25
6.37106468902109,6.11146733950268,3.33,ape,young,N,90.99999999999997,1.43816619182673,1.79175946922805,0.04207,1.25608,1.79175946922805,1.6094379124341,3,6,7.749192,11.58333,12,5.04342511691925,13,5.04985600724954,11,5.02388052084628,0,0,0.693147180559945,0.693147180559945,196,22,V,cont,long,voiced,5.38449506278909,5.38449506278909,28
6.4429700103778,6.1032295104388,3.93,trap,young,N,391.00000000000176,1.28657633286115,2.89037175789616,0.73706,1.62265,2.56494935746154,2.39789527279837,4,5,8.558104,12.29809,22,5.0998664278242,23,5.08759633523238,21,5.08759633523238,0.693147180559945,1.09861228866811,1.09861228866811,0,419,456,C,obst,burst,voiceless,13.536317683424,13.6786364418022,26
6.41616022349293,6.20091477129019,5.63,street,young,N,4546.999999999996,1.03873051374938,1.94591014905531,0.0415,0.74346,1.79175946922805,3.13549421592915,6,0,9.803212,13.30069,11,6.7093043402583,28,7.1276936993474,11,6.7093043402583,0,0,2.89037175789616,6.05678401322862,5762,0,C,obst,frication,voiceless,12.422026412175,13.1273946990515,26
6.39359075395063,6.09017802004401,3.33,shore,young,N,415.00000000000057,2.44475958177459,2.63905732961526,1.46496,0.94652,1.6094379124341,2.19722457733622,5,9,9.509494,12.41582,20,7.87092959675514,38,9.77582462104597,20,7.87092959675514,0,0,2.94443897916644,9.61473824412392,533,21,C,obst,frication,voiceless,9.6179365410933,9.97910509899472,28
6.44790789998078,6.15719082755224,4,pine,young,N,218.00000000000017,0.465975057600639,2.19722457733622,1.06289,1.19959,1.38629436111989,5.04342511691925,4,16,8.594867,11.17479,20,6.58202513889283,23,6.72623340235875,20,6.58202513889283,0,0,1.38629436111989,4.72738781871234,307,24,C,obst,burst,voiceless,9.22335530905368,9.64723954557388,29
6.50635191082864,6.10724558009369,5.23,line,young,N,3920.999999999997,0.855441102744033,4.30406509320417,1.82267,1.15212,3.58351893845611,5.51342874616498,4,18,8.804131,12.78698,20,6.58202513889283,23,6.72623340235875,20,6.58202513889283,0,0,1.38629436111989,4.72738781871234,5154,511,C,cont,short,voiced,11.9741658085458,12.1866145588731,26
6.49959153282364,6.10858069377666,2.93,jot,young,N,27.999999999999886,-0.346624608085231,1.38629436111989,0.13111,1.5247,1.38629436111989,0.693147180559945,3,12,6.728378,10.09712,23,8.6383483129727,28,8.93115542977835,21,8.63799389156194,0.693147180559945,0.693147180559945,1.94591014905531,7.56112158953024,7,47,C,obst,frication,voiced,9.36056908522287,9.60001479417802,23
6.45683244794919,6.12095654234074,3.23,ale,young,N,57.00000000000001,0.364222149574115,1.09861228866811,0.19823,0.50326,0.693147180559945,1.09861228866811,3,6,8.20403,13.23881,17,5.50125821054473,40,6.18826412308259,16,5.4971682252932,0,0,3.17805383034795,5.49306144334055,63,0,V,cont,long,voiced,5.84643877505772,6.07534603108868,23
6.43558931357172,6.12948584500536,4.13,damp,young,N,497.9999999999986,0.612178118026279,2.484906649788,0.89655,0.47988,1.79175946922805,0,4,8,7.977374,11.32815,13,4.90527477843843,12,4.86753445045558,12,4.86753445045558,0.693147180559945,1.79175946922805,0,0,20,50,C,obst,burst,voiced,8.92092346223069,9.28776426894099,26
6.33054053388496,6.07212245012544,5.87,life,young,N,13181.000000000062,1.54374309170509,3.43398720448515,0.56651,0.52216,2.63905732961526,4.06044301054642,4,7,8.210057,12.78698,6,6.93439720992856,6,6.93439720992856,6,6.93439720992856,0,0,0,0,14935,0,C,cont,short,voiced,11.9741658085458,12.1866145588731,28
6.36616112154451,6.1222734872194,5.73,hair,young,N,3420.9999999999845,0.0151388630379499,3.61091791264422,1.06807,0.25867,1.79175946922805,3.52636052461616,4,5,8.625332,13.49254,8,6.4118182677099,40,8.94389780251682,8,6.4118182677099,0,0,3.49650756146648,8.86120833720818,3576,0,C,obst,frication,voiceless,8.4189186221479,8.48425669116997,28
6.27921536719659,6.08745631276171,4.9,joy,young,N,724.000000000003,0.3912026611876,2.77258872223978,1.06975,0.42286,1.6094379124341,1.6094379124341,3,5,6.236059,10.09712,8,5.68697535633982,8,5.68697535633982,7,5.54126354515843,0,0,0,0,791,0,C,obst,frication,voiced,8.53934599605737,9.12945564323572,30
6.41847912191267,6.21420801840085,2.97,creed,young,N,83.00000000000017,2.44475958177459,0.693147180559945,0,0.74441,1.09861228866811,0,5,5,9.236797,11.27694,16,6.5191472879404,24,6.76041469108343,16,6.5191472879404,0,0,2.19722457733622,5.2257466737132,104,0,C,obst,burst,voiceless,11.0830498294819,11.5955371776152,28
6.37733900545114,6.13988455222626,3.9,link,young,N,515.9999999999986,1.56397553835734,2.07944154167984,0.27089,1.83904,2.56494935746154,1.38629436111989,4,11,8.46334,12.78698,19,6.46614472423762,21,6.48157712927643,19,6.46614472423762,0,0,1.09861228866811,2.39789527279837,696,743,C,cont,short,voiced,12.6431171667917,13.5785482154434,28
6.43840743466246,6.13707889591295,3.73,den,young,N,162.99999999999957,1.17375902572944,1.38629436111989,0.09872,0.45285,1.38629436111989,1.38629436111989,3,14,7.907716,12.82938,15,8.46737249643228,16,8.47595444339964,14,8.46695197497949,0,0,0.693147180559945,3.73766961828337,179,0,C,obst,burst,voiced,10.140573455973,10.6287872561125,27
6.50557477066519,6.11919791361753,3.2,dam,young,N,117.00000000000044,0.916290731874155,1.6094379124341,0.10776,1.19699,1.6094379124341,1.09861228866811,3,9,7.250436,11.32815,19,5.65948221575962,23,5.78996017089725,17,5.63835466933375,0.693147180559945,0.693147180559945,1.79175946922805,3.73766961828337,142,19,C,obst,burst,voiced,8.92092346223069,9.28776426894099,28
6.42833141835568,6.17253532200028,3.7,prey,young,N,288.0000000000011,2.59026716544583,1.09861228866811,0,0.66472,1.6094379124341,0.693147180559945,4,2,8.517257,12.19724,8,8.22523532410167,49,10.3547542364449,7,8.2013859552386,0.693147180559945,4.48863636973214,3.76120011569356,10.2313874370267,263,59,C,obst,burst,voiceless,11.9915666826116,12.4367715828974,29
6.61058836731914,6.16814522401185,2.7,chute,young,N,24.999999999999986,1.24479479884619,1.09861228866811,0.20559,0.72193,1.09861228866811,1.38629436111989,5,0,8.968417,12.67433,7,2.94443897916644,22,5.48063892334199,7,2.94443897916644,0,0,2.77258872223978,5.40267738187228,30,0,C,obst,frication,voiceless,8.44440742169058,9.05392045270488,24
6.54750251369552,6.11168904441435,2.67,whiff,young,N,47.00000000000008,0.777454287019939,1.6094379124341,0.2779,0.37314,1.38629436111989,1.09861228866811,5,0,8.976075,12.5978,7,3.80666248977032,8,7.71601526664259,7,3.80666248977032,0,0,0.693147180559945,7.69621263934641,49,0,C,cont,short,voiced,12.7162100325156,12.8440717431215,26
6.53893545507072,6.11633352915385,4.6,tray,young,N,358,0.282111027402326,1.94591014905531,0.93391,0.76421,0.693147180559945,1.79175946922805,4,4,8.641928,12.29809,32,8.4144957931779,49,10.3547542364449,31,8.4144957931779,0.693147180559945,0,2.94443897916644,10.1996956747073,459,0,C,obst,burst,voiceless,13.536317683424,13.6786364418022,29
6.35772094199087,6.16478740343824,3.3,feast,young,N,218.00000000000017,2.71726685620713,2.30258509299405,1.00198,1.30475,2.07944154167984,1.79175946922805,5,2,9.286922,11.81574,6,6.31173480915291,6,6.32076829425058,5,6.29156913955832,0.693147180559945,2.484906649788,0.693147180559945,2.83321334405622,247,65,C,obst,frication,voiceless,10.3571077025313,10.4863454242015,29
6.32416181033163,6.17002905502422,3.83,plot,young,N,369.9999999999999,1.37447262215472,1.94591014905531,0.19024,1.46777,2.07944154167984,1.09861228866811,4,5,8.348898,11.92678,23,8.6383483129727,28,8.93115542977835,22,8.63817111796914,0.693147180559945,0.693147180559945,1.94591014905531,7.56112158953024,422,147,C,obst,burst,voiceless,11.7963359270711,12.1630920729557,28
6.36635016558374,6.1597294369122,4.37,plane,young,N,815.9999999999941,1.06677168281245,2.99573227355399,1.06117,0.98812,2.19722457733622,3.87120101090789,5,3,9.221286,11.92678,13,5.16478597392351,43,6.79346613258001,13,5.16478597392351,0,0,3.43398720448515,6.5764695690482204,1137,20,C,obst,burst,voiceless,11.7963359270711,12.1630920729557,27
6.50727771238501,6.1390221114656,3.73,blouse,young,N,157.00000000000037,0.684269506527927,0.693147180559945,0,0.75295,0.693147180559945,0.693147180559945,6,0,9.627222,11.84506,9,6.4150969591716,6,6.40687998606931,6,6.40687998606931,1.38629436111989,1.79175946922805,0,0,199,0,C,obst,burst,voiced,10.9998807140954,11.7096921861957,29
6.41718969422351,6.19949446061214,3.23,creek,young,N,243.99999999999963,3.11762209116303,0.693147180559945,0,0.57976,0.693147180559945,0.693147180559945,5,6,8.679098,11.27694,10,6.11809719804135,32,6.49677499018586,10,6.11809719804135,0,0,3.13549421592915,5.34710753071747,282,0,C,obst,burst,voiceless,11.0830498294819,11.5955371776152,29
6.50151487040622,6.23264446090829,2.7,wreath,young,N,33.99999999999994,0.859132318034207,1.38629436111989,0.88033,0.99836,1.09861228866811,2.07944154167984,6,1,9.878191,9.85619,5,5.83773044716594,4,4.75359019110636,3,2.56494935746154,1.09861228866811,5.80211837537706,0.693147180559945,4.64439089914137,63,0,C,cont,short,voiced,10.4723745157154,10.9633763377551,27
6.43864724856801,6.13880638500591,3.4,tint,young,N,25.999999999999943,0.185403223331363,1.79175946922805,0.37254,1.65856,1.09861228866811,0,4,8,9.242678,13.2514,14,4.34380542185368,13,4.15888308335967,13,4.15888308335967,0.693147180559945,2.63905732961526,0,0,31,42,C,obst,burst,voiceless,12.1435800300995,13.1962994776461,27
6.34060618682986,6.19746193958722,5.56,sport,young,N,574.0000000000023,0.64087875201419,2.56494935746154,0.77388,1.07386,2.07944154167984,2.07944154167984,5,3,9.04524,11.50982,8,6.15909538849193,12,6.58063913728495,7,6.15909538849193,0.693147180559945,0,1.79175946922805,5.51745289646471,717,47,C,obst,frication,voiceless,12.0300512012847,12.4928443036806,28
6.46298265395335,6.1884694408125,3.8,pint,young,N,185.99999999999974,-1.11143297709717,1.38629436111989,0.09797,0.89283,1.38629436111989,0.693147180559945,4,9,8.634449,11.17479,14,4.34380542185368,1,2.63905732961526,1,2.63905732961526,2.63905732961526,4.15888308335967,0,0,268,0,C,obst,burst,voiceless,9.22335530905368,9.64723954557388,29
6.49700120894036,6.0897249162755,3.3,lint,young,N,11.999999999999995,1.20397280432594,0.693147180559945,0,0,1.09861228866811,0,4,10,8.843712,12.78698,14,4.34380542185368,13,4.15888308335967,13,4.15888308335967,0.693147180559945,2.63905732961526,0,0,11,0,C,cont,short,voiced,12.6431171667917,13.5785482154434,26
6.44010088811378,6.15124222280037,4.33,cream,young,N,588.000000000002,-0.747751314594797,2.30258509299405,0.96106,0.56578,2.07944154167984,3.55534806148941,5,3,9.071901,11.27694,11,5.64544689764324,15,6.3985949345352,10,5.64544689764324,0.693147180559945,0,1.79175946922805,5.76519110278484,540,70,C,obst,burst,voiceless,11.0830498294819,11.5955371776152,30
6.65767722892772,6.06958232637193,4.33,west,young,N,895.000000000004,0.466033865563254,3.78418963391826,1.28396,0,1.09861228866811,2.56494935746154,4,11,8.868026,12.52566,15,6.91274282049318,18,6.97354301952014,15,6.91274282049318,0,0,1.38629436111989,4.15888308335967,619,0,C,cont,short,voiced,11.5103922591119,11.6480505869332,19
6.54064031288245,6.16226161804998,2.7,plank,young,N,60.9999999999999,1.73132773004314,1.79175946922805,0.66476,1.01539,1.79175946922805,1.38629436111989,5,7,8.92918,11.92678,22,5.74939298590825,25,5.76519110278484,22,5.74939298590825,0,0,1.38629436111989,1.79175946922805,126,0,C,obst,burst,voiceless,11.7963359270711,12.1630920729557,26
6.50808335791474,6.22791911248186,3.55,chord,young,N,42.9999999999999,1.38165398156339,0.693147180559945,0,0.99679,1.6094379124341,1.6094379124341,5,1,9.14887,12.67433,6,6.02102334934953,20,6.23832462503951,5,4.9272536851572,0.693147180559945,5.61677109766657,2.77258872223978,5.92692602597041,90,0,C,obst,burst,voiceless,10.7396305712239,11.0250511011213,26
6.59901298879871,6.20516363959419,2.9,clove,young,N,20.999999999999936,1.07044141170141,0.693147180559945,0,0.99836,1.6094379124341,1.79175946922805,5,3,8.850111,11.29955,17,6.35957386867238,13,4.70048036579242,12,4.69134788222914,1.79175946922805,6.1527326947041,0.693147180559945,0.693147180559945,38,0,C,obst,burst,voiceless,11.0305901116039,11.393454755994,27
6.50337458268689,6.19746193958722,3.67,chore,young,N,54.999999999999964,1.34010497865052,0.693147180559945,0,0.94861,0.693147180559945,0,5,4,9.482125,12.67433,20,7.87092959675514,38,9.77582462104597,20,7.87092959675514,0,0,2.94443897916644,9.61473824412392,147,0,C,obst,frication,voiceless,6.00141487796115,6.02586597382531,28
6.45005959527032,6.17170059741091,2.7,valve,young,N,88.00000000000034,1.4046434997880901,1.94591014905531,0.68781,0.9832,1.38629436111989,3.43398720448515,5,4,8.384099,10.87098,4,1.94591014905531,1,1.38629436111989,1,1.38629436111989,1.38629436111989,1.38629436111989,0,0,151,0,C,obst,frication,voiced,9.51738379790658,9.82935650319305,27
6.30071239747432,6.12555828158868,4.27,bell,young,N,507.99999999999915,0.334427085275158,3.17805383034795,0.92956,0.91697,2.19722457733622,4.07753744390572,4,12,8.67225,12.85978,18,7.36960072052641,20,7.37148929521428,18,7.36960072052641,0,0,1.09861228866811,1.38629436111989,745,14,C,obst,burst,voiced,9.80427476746454,9.97250042382308,28
6.47617204271891,6.14654336750806,3.43,yolk,young,N,47.99999999999994,0.510825623765991,0.693147180559945,0,0.83512,0.693147180559945,1.38629436111989,4,0,7.788148,12.18982,2,3.58351893845611,19,5.81413053182507,2,3.58351893845611,0,0,2.89037175789616,5.7037824746562,64,0,C,cont,short,voiced,5.62401750618734,6.09356977004514,25
6.45129156990216,6.11500873319944,4.23,mouse,young,N,147.00000000000048,-0.350944269229747,2.30258509299405,0.46374,1.02438,1.6094379124341,3.80666248977032,5,6,9.260116,12.23054,9,6.4150969591716,6,6.40687998606931,6,6.40687998606931,1.38629436111989,1.79175946922805,0,0,330,1,C,cont,short,voiced,8.76483421433083,9.1833801903934,27
6.42417186035988,6.15060276844628,5.13,plant,young,N,1303.000000000006,1.11236723855125,2.56494935746154,0.71776,1.64983,2.30258509299405,5.47646355193151,5,2,9.255214,11.92678,11,6.25575004175337,11,5.35658627467201,10,5.24702407216049,0.693147180559945,5.80513496891649,0.693147180559945,3.13549421592915,2169,538,C,obst,burst,voiceless,11.7963359270711,12.1630920729557,28
6.36169963531027,6.10479323241498,5.2,breast,young,N,775.0000000000023,1.31148617334486,2.89037175789616,0.74667,1.03348,1.94591014905531,2.56494935746154,6,0,9.757664,10.9819,6,6.31173480915291,18,6.97354301952014,1,2.484906649788,1.79175946922805,6.29156913955832,2.89037175789616,6.96318998587024,1332,8,C,obst,burst,voiced,11.0681060347835,11.3976605062953,30
6.26619434989362,6.11500873319944,5.23,child,young,N,7646.000000000019,2.10804448387268,2.89037175789616,0.50662,0.96752,1.79175946922805,2.83321334405622,5,1,9.161136,12.67433,4,5.65248918026865,9,6.02586597382531,3,5.64897423816121,0.693147180559945,0.693147180559945,1.94591014905531,4.87519732320115,19389,0,C,obst,frication,voiceless,10.0090630450848,10.0723016259716,30
6.6973675254566,6.1497495260737,3.4,broth,young,N,32.999999999999986,0.606135803570316,0.693147180559945,0,0.50326,1.09861228866811,1.79175946922805,5,3,9.237002,10.9819,12,6.65801104587075,7,3.89182029811063,7,3.89182029811063,1.79175946922805,6.59441345974978,0,0,36,0,C,obst,burst,voiced,11.0681060347835,11.3976605062953,22
6.35071118141453,6.09198838487428,4.43,belt,young,N,380.9999999999998,-0.108819094801028,2.39789527279837,0.35076,0.94243,2.30258509299405,3.13549421592915,4,7,8.356115,12.85978,10,5.99893656194668,13,6.05678401322862,10,5.99893656194668,0,0,1.38629436111989,3.2188758248682,481,27,C,obst,burst,voiced,9.80427476746454,9.97250042382308,29
6.34307167131347,6.19399714451807,4.73,sweat,young,N,517.9999999999984,1.47253383533094,2.07944154167984,1.2597,1.20283,1.79175946922805,2.30258509299405,5,2,8.996316,9.8176,18,7.02464903045364,18,7.75233516330229,2,4.18965474202643,2.83321334405622,6.9650803456014,2.83321334405622,7.72400465667607,452,299,C,obst,frication,voiceless,9.77457405244279,10.0169947933297,28
6.46502434568148,6.30718727971528,2.3,sphinx,young,N,15.999999999999977,1.49165487677772,0.693147180559945,0,0.33729,1.09861228866811,1.38629436111989,6,0,8.833617,11.50982,3,1.09861228866811,10,4.07753744390572,3,1.09861228866811,0,0,2.07944154167984,4.04305126783455,16,0,C,obst,frication,voiceless,6.24416690066374,7.37148929521428,25
6.59337324723366,6.1849732932925,2.63,brunt,young,N,33.99999999999994,1.55227949859415,0.693147180559945,0,0,0.693147180559945,0,5,2,8.744182,10.9819,9,3.36729582998647,10,5.52146091786225,9,3.36729582998647,0,0,0.693147180559945,5.40267738187228,33,0,C,obst,burst,voiced,11.0681060347835,11.3976605062953,17
